   333
     1     -1      3 8.435069E-01 1.227577E-02 3.708891E+00
     2     -1      4 1.261395E+00 2.582983E-02 1.904940E+00
     3     -1      6 4.132917E-01 1.498333E-02 2.538768E+00
     4     -1      7 1.031144E+00 1.402714E-02 3.489355E+00
     5     -1      9 1.504264E+00 3.327662E-02 3.010000E-01
     6     -1     10 1.416658E+00 1.863090E-02 1.573235E+00
     7     -1     17 1.419940E+00 2.540612E-02 3.010000E-01
     8     -1     21 1.335410E+00 2.395649E-02 1.569537E+00
     9     -1     22 1.374533E+00 3.716249E-02 3.010000E-01
    10     -1     26 9.278035E-01 2.690061E-02 2.186939E+00
    11     -1     28 3.485106E-01 2.864614E-02 4.440266E+00
    12     -1     30 1.245423E+00 3.042360E-02 3.010000E-01
    13     -1     32 9.135959E-01 2.160086E-02 3.670851E+00
    14     -1     33 6.793161E-01 3.068287E-02 1.522417E+00
    15     -1     34 8.146271E-01 2.313868E-02 1.662672E+00
    16     -1     35 1.099335E+00 3.550346E-02 6.573665E-01
    17     -1     37 4.070524E-01 3.023570E-02 4.096128E+00
    18     -1     39 6.364828E-01 2.105563E-02 3.545876E+00
    19     -1     44 1.059832E+00 2.422874E-02 3.010000E-01
    20     -1     47 5.320702E-01 2.509740E-02 3.791608E+00
    21     -1     48 1.028403E+00 3.761066E-02 3.010000E-01
    22     -1     52 7.524836E-01 2.660863E-02 2.331320E+00
    23     -1     57 8.835881E-01 3.122912E-02 3.010000E-01
    24     -1     58 8.243345E-01 2.939132E-02 3.621573E-01
    25     -1     59 8.199408E-01 1.774823E-02 3.010000E-01
    26     -1     60 8.071088E-01 3.021450E-02 3.010000E-01
    27     -1     62 4.076695E-01 1.897196E-02 3.420657E+00
    28     -1     66 7.569723E-01 2.193748E-02 3.010000E-01
    29     -1     85 3.491069E-01 2.308251E-02 1.437009E+00
    30     -1     86 5.486128E-01 3.727095E-02 3.010000E-01
    31     -1     87 5.308036E-01 1.989778E-02 3.010000E-01
    32     -1     88 5.165344E-01 2.151675E-02 3.010000E-01
    33     -1     91 5.053460E-01 3.257329E-02 3.010000E-01
    34     -1     92 4.936234E-01 1.909593E-02 3.010000E-01
    35     -1     94 3.579374E-01 3.541072E-02 3.010000E-01
    36      0      1 1.829145E+00 2.438609E-02 3.010000E-01
    37      0      2 1.615191E+00 1.873630E-02 3.010000E-01
    38      0      5 1.545032E+00 2.154443E-02 7.026694E-01
    39      0      8 3.822045E-01 1.025845E-02 4.732681E+00
    40      0     11 8.382330E-01 2.234843E-02 4.863249E+00
    41      0     12 1.244831E+00 2.745577E-02 4.322629E+00
    42      0     13 1.455370E+00 4.434884E-02 3.010000E-01
    43      0     14 1.422481E+00 2.870961E-02 3.010000E-01
    44      0     15 1.428828E+00 1.327405E-02 3.010000E-01
    45      0     18 1.414726E+00 1.589965E-02 3.010000E-01
    46      0     20 9.001991E-02 2.894137E-02 6.145409E+00
    47      0     27 7.555689E-01 1.295110E-02 2.611247E+00
    48      0     29 4.185267E-01 2.843580E-02 4.391339E+00
    49      0     31 5.210931E-01 3.394225E-02 2.240730E+00
    50      0     36 1.169749E+00 2.860184E-02 3.010000E-01
    51      0     45 1.027143E+00 3.359944E-02 5.577816E-01
    52      0     49 1.031182E+00 2.180429E-02 3.010000E-01
    53      0     54 8.045325E-01 1.828454E-02 1.928686E+00
    54      0     61 4.076695E-01 2.865420E-02 3.726922E+00
    55      0     67 4.561713E-01 1.941159E-02 1.689886E+00
